 Lista de Imóveis da Caixa;;Data de geração:;07/08/2026;;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso
8,78772E+12;SP ;MORRO AGUDO ;RESIDENCIAL ALFREDO BENEDETTI ;RUA AUGUSTO CEZAR MAZZA, N. 55, QD 28 LT 09 ;114.838,57;190.000,00;39.56;Não;Casa, 45.63 de área total, 45.63 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718785898
8,78772E+12;SP ;MORRO AGUDO ;RESIDENCIAL ALFREDO BENEDETTI ;RUA AUGUSTO CEZAR MAZZA (ANTIGA RUA SETE), N. 95, ;114.838,57;190.000,00;39.56;Não;Casa, 45.63 de área total, 45.63 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719291724
8,78772E+12;SP ;MORRO AGUDO ;RESIDENCIAL ALFREDO BENEDETTI ;RUA AUGUSTO CEZAR MAZZA, N. 75, LT 07 QD 28 ;192.390,98;165.000,00;0.00;Não;Casa, 45.63 de área total, 45.63 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719336256
8,44443E+12;SP ;NARANDIBA ;JARDIM ARRUDA ;RUA ANANIAS MARIA DE JESUS, N. SN, QD D LT 15B ;107.887,80;204.000,00;47.12;Não;Terreno, 62.49 de área total, 0.00 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425517609
8,44443E+12;SP ;NARANDIBA ;RESIDENCIAL CONCORDIA ;RUA FRANCISCO GONZALES CABRERA, N. SN, LT 14 QD E ;34.273,73;59.000,00;41.91;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 160.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426854684
8,44444E+12;SP ;NARANDIBA ;RESIDENCIAL IPE ;RUA MARIA ROSA DOS S SOUZA ANTIGA 04, N. SN, QD G LT 21 ;197.041,70;90.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 250.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444437676677
8,44443E+12;SP ;NEVES PAULISTA ;CONJUNTO HABITACIONAL ALLIM BASSIT ;RUA ANTONIO LAPA, N. 370, CS 25 ;84.892,14;145.000,00;41.46;Não;Casa, 35.72 de área total, 35.72 de área privativa, 235.22 de área do terreno,  1 qto(s).;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425553583
8,44443E+12;SP ;NOVA GRANADA ;VIVA MAIS ;RUA JOSE MARIA SANCHES, N. 137, LOTTE 11, QUADRA A ;92.889,20;165.000,00;43.71;Sim;Casa, 46.88 de área total, 46.88 de área privativa, 236.70 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428719954
8,44444E+12;SP ;NOVA GRANADA ;JARDIM SANTA ROSA ;RUA LEONCIO RIBEIRO DA SILVA, N. 45, LOTE 02 QUADRA 24 ;202.000,00;202.000,00;0.00;Não;Casa, 56.48 de área total, 56.48 de área privativa, 205.10 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436007763
8,7877E+12;SP ;NOVA INDEPENDENCIA ;RESIDENCIAL ALTO DAS PAINEIRAS ; RUA ANDRE FIRMINO DO AMARAL, N. 280, QD B, LT 03 ;82.960,87;156.000,00;46.82;Não;Casa, 50.42 de área total, 50.42 de área privativa, 180.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703088800
1,44442E+12;SP ;NOVA ODESSA ;JARDIM RECANTO DAS AGUAS ;RUA DOUTORA RENATA CARVALHO ARJONAS, N. SN, LT 06, QD 01 ;1.056.748,94;1.871.000,00;43.52;Não;Casa, 352.49 de área total, 352.49 de área privativa, 308.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418696260
1,44442E+12;SP ;NOVA ODESSA ;CHACARAS DE RECREIO REPRESA ;RUA RIO ATIBAIA, N. 852, LT 32, QD D ;764.777,16;1.200.000,00;36.27;Não;Casa, 136.16 de área total, 136.16 de área privativa, 10000.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419132050
8,44443E+12;SP ;NOVO HORIZONTE ;JARDIM MANGALARGA ; RUA JOAO MENDES THEOTONIO, N. SN, LT 27 QD F ;82.559,68;141.016,05;41.46;Não;Terreno, 56.00 de área total, 0.00 de área privativa, 250.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429535423
1,44442E+12;SP ;OLIMPIA ;CONJUNTO HABITACIONAL HELIO CAZARINI ;RUA CEZARINO BALDAN, N. 101, LT 10 QD 13 ;130.920,05;208.000,00;37.06;Não;Casa, 101.21 de área total, 48.37 de área privativa, 219.42 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416950402
1,44442E+12;SP ;OLIMPIA ;JARDIM TOLEDO ;RUA Dª MARIA ALVES DA PAIXAO TOLEDO, N. 267, LT 10 QD K ;293.164,58;460.000,00;36.27;Sim;Casa, 117.62 de área total, 117.62 de área privativa, 277.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419570260
8,44442E+12;SP ;ONDA VERDE ;RESIDENCIAL PAZIANOTTO ;RUA JOSE SANTANA, N. 1638, LT 14 QD 04 ;120.882,70;200.000,00;39.56;Não;Casa, 62.13 de área total, 62.13 de área privativa, 200.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422019268
1,44441E+12;SP ;ONDA VERDE ;RESIDENCIAL PAZIANOTTO ;RUA ANDRE LUIZ CALDAS (ANTIGA RUA PROJETADA F), N. 1656, LT 11 QD 06 ;180.012,29;58.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 200.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444413607430
1,44441E+12;SP ;ORLANDIA ;SAO JOAQUIM DA BARRA ;RUA DEZESSEIS, N. 532-A, LT 26 A QD 7 ;376.596,07;340.000,00;0.00;Não;Casa, 0.00 de área total, 221.30 de área privativa, 156.70 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444407222599
8,55554E+12;SP ;OSASCO ;CARAPICUIBA ;RUA PERNAMBUCANA, N. 350, Apto 46, TORRE 02 ;113.025,32;187.000,00;39.56;Não;Apartamento, 87.09 de área total, 43.94 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536530834
8,78771E+12;SP ;OSASCO ;SANTO ANTONIO ;AVENIDA SARAH VELOSO, N. 1681, Apto 709, TORRE 01 ;156.749,95;256.000,00;38.77;Não;Apartamento, 55.13 de área total, 36.38 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713927988
1,55554E+12;SP ;OSASCO ;FAZENDINHA ;ESTRADA BELA VISTA, N. 03, Apto 166, TR 01 VG 37 VG 86 ;172.074,86;270.000,00;36.27;Não;Apartamento, 117.74 de área total, 68.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555536631900
1,44442E+12;SP ;OSASCO ;CENTRO ;PRACA ANTONIO MENK, N. 218, Apto 71, ;179.547,17;281.724,69;36.27;Não;Apartamento, 99.95 de área total, 76.65 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416089197
8,44441E+12;SP ;OSASCO ;CHACARA BUSSOCABA ;RUA JOAQUIM LAPAS VEIGA, N. 474, Apto 41, BL 03 ;192.468,92;302.000,00;36.27;Não;Apartamento, 109.22 de área total, 57.22 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413672558
8,55554E+12;SP ;OSASCO ;FAZENDA DOS ANDRADAS ;RUA PERNAMBUCANA, N. 350, Apto 202, TORRE 01 ;173.569,85;245.000,00;29.16;Não;Apartamento, 87.08 de área total, 43.14 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536383815
8,78771E+12;SP ;OSASCO ;BONFIM ;RUA ANDRE ROVAI, N. 366, Apto 207, ALA A ;132.421,81;184.000,00;28.04;Não;Apartamento, 33.40 de área total, 24.18 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712363002
8,55552E+12;SP ;OSASCO ;CHACARAS DA FAZENDIN ;RUA JOAO ALVES PEDROSO, N. 67, Apto 13, BL 4 ;191.000,00;191.000,00;0.00;Não;Apartamento, 84.31 de área total, 50.04 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555515913840
8,78771E+12;SP ;OSASCO ;OLARIA PIRATININGA ;PASSAGEM ROSANGELA DONATA DE OLIVEIRA, N. 148, Apto 144, TORRE 02 ;247.000,00;247.000,00;0.00;Não;Apartamento, 78.82 de área total, 41.91 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708852061
8,78771E+12;SP ;OSASCO ;HELENA MARIA ;RUA PATRICIO DE CAMARGO, N. 62, Apto 143, TIPO 2  14 ANDAR ;385.000,00;385.000,00;0.00;Não;Apartamento, 92.75 de área total, 44.73 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706700221
8,55554E+12;SP ;OSASCO ;NOVO OSASCO ;VIA TRANSVERSAL SUL, N. 200, Apto 51, TR 08 ;198.000,00;198.000,00;0.00;Não;Apartamento, 0.00 de área total, 46.58 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539182942
8,55554E+12;SP ;OSASCO ;PRESIDENTE ALTINO ;RUA SANAZAR MARDIROS, N. 153, Apto 63B, TIPO C, LADO B, 6º PAVIMENTO, HIS ;290.000,00;290.000,00;0.00;Não;Apartamento, 73.95 de área total, 32.36 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538689415
8,78771E+12;SP ;OSASCO ;RECANTO DAS ROSAS ;ESTRADA DAS MARGARIDAS, N. 85, Apto 01, ;295.000,00;295.000,00;0.00;Não;Apartamento, 84.31 de área total, 51.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706841534
8,78771E+12;SP ;OSASCO ;BONFIM ;RUA ANDRE ROVAI, N. 366, Apto 409, ALA B ;182.000,00;182.000,00;0.00;Não;Apartamento, 33.16 de área total, 24.00 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713616370
8,55553E+12;SP ;OSASCO ;SAO PEDRO ;AVENIDA JOAO PAULO II, N. 180, Apto 41, BLOCO 3 ;175.000,00;175.000,00;0.00;Não;Apartamento, 91.22 de área total, 39.52 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555527467564
8,78771E+12;SP ;OSASCO ;BONFIM ;RUA ANDRE ROVAI, N. 366, Apto 605, 6 PAVIMENTO  ALA C  HIS ;189.687,77;185.000,00;0.00;Não;Apartamento, 33.41 de área total, 24.18 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713710334
1,7877E+12;SP ;OSASCO ;VELOSO ;AVENIDA SARAH VELOSO, N. 1681, Apto 906, TR 01 9 PAV ;252.349,95;245.000,00;0.00;Não;Apartamento, 67.58 de área total, 36.38 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701701604
1,44442E+12;SP ;OSASCO ;ADALGISA ;ALAMEDA GUAPURUVU, N. 115, LT 26 QD 4 ;4.218.827,50;4.090.000,00;0.00;Não;Casa, 351.86 de área total, 351.86 de área privativa, 384.00 de área do terreno,  4 qto(s), a.serv, WC, WC Emp, 3 sala(s), 1 lavabo(s), DCE, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444423349247
8,78771E+12;SP ;OSASCO ;VELOSO ;AVENIDA SARAH VELOSO, N. 1681, Apto 108, TORRE 01 ;238.374,70;226.000,00;0.00;Não;Apartamento, 55.13 de área total, 36.38 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713950173
8,55554E+12;SP ;OSASCO ;NOVO OSASCO ;RUA JOAO CARLOS MUNHOZ VAQUERO, N. 345, Apto 78, 7º PAVIMENTO ;365.410,85;235.000,00;0.00;Não;Apartamento, 100.80 de área total, 47.45 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538312982
8,44443E+12;SP ;OSVALDO CRUZ ;CONJUNTO HABITACIONAL ALBERTO LANG ;RUA JOAO ROMANO, N. 115, LOTE 13, QUADRA S ;73.466,31;133.500,00;44.97;Não;Casa, 66.32 de área total, 66.32 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430996595
8,44442E+12;SP ;OURINHOS ;LOTEAMENTO GSP LIFE RECANTO DOS PASSAROS ;RUA IVANILDE ZAPAROLLI DE SOUZA, N. 191, QD E LT 06 ;94.815,14;160.000,00;40.75;Não;Casa, 47.63 de área total, 47.63 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417630019
8,78771E+12;SP ;OURINHOS ;VILA SAO LUIZ ;RUA LOURENCO JORGE, N. 495, Apto 1133, PAV 3 BL 11 ;120.882,70;200.000,00;39.56;Não;Apartamento, 90.77 de área total, 56.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714080423
1,44442E+12;SP ;OURINHOS ;CONJUNTO RESIDENCIAL ITAJUBI ;RUA TELESPHORO TUPINA, N. 74, LT 11 QD U ;98.816,70;160.000,00;38.24;Não;Casa, 80.75 de área total, 30.69 de área privativa, 150.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415700780
8,78771E+12;SP ;OURINHOS ;JARDIM ITAMARATY ;RUA LAURO ZIMMERMANN FILHO, N. 200, CASA 17 - QUADRA 13 - HIS ;173.000,00;173.000,00;0.00;Não;Casa, 138.71 de área total, 43.51 de área privativa, 137.90 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712075643
8,44441E+12;SP ;OURINHOS ;JARDIM JOSEFINA ;RUA JOSE FLORENCIO, N. 143, PARTE LTS 17 18 QD 06 ;174.000,00;174.000,00;0.00;Não;Casa, 59.74 de área total, 59.74 de área privativa, 300.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407183478
8,7877E+12;SP ;OURINHOS ;NUCLEO HABITACIONAL CHOSO MISATO ; RUA JOÃO CARLOS GNAND - SARGENTO GNAND, N. 94, LT 24 QD B ;175.000,00;175.000,00;0.00;Não;Casa, 44.04 de área total, 44.04 de área privativa, 165.60 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702015290
8,78772E+12;SP ;OURINHOS ;OURINHOS CONSTANTE II ;RUA LUIZ TESTA, N. 286, LT 11 QD M1 ;185.255,66;185.000,00;0.00;Não;Casa, 43.85 de área total, 43.85 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717423186
8,44442E+12;SP ;OURO VERDE ;NOVA ESPERANCA ; RUA IGUAÇU, N. 571, LT 03 QD 130 ;85.560,99;168.000,00;49.08;Sim;Casa, 57.20 de área total, 57.20 de área privativa, 225.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420137310
8,44443E+12;SP ;OURO VERDE ;INDUSTRIAL ;RUA MARANHAO, N. SN, LT 04 QD 112 ;178.102,63;58.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 200.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433166860
8,44443E+12;SP ;OUROESTE ;RESIDENCIAL SAO LOURENCO VI ;RUA PROJETADA A, N. SN, LT 13 QD 05 ;23.817,33;41.000,00;41.91;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 200.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427032360
8,44443E+12;SP ;PALMITAL ;JARDIM MONTREAL ;RUA PROFESSOR WANDELEY MIGUEL JARDIM, N. SN, LT11,QUADRA K, RESIDENCIAL RAVÊNIA - H ;159.383,48;82.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 200.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426619413
1,44442E+12;SP ;PARANAPANEMA ;TERRAS DE SANTA CRISTINA XIII SETOR MARI ;RUA 161, N. 254, PO24 ;1.055.000,00;1.055.000,00;0.00;Não;Prédio, 181.04 de área total, 181.04 de área privativa, 420.00 de área do terreno, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444422621385
10214122;SP ;PARDINHO ;NINHO VERDE II ;RUA 128, N. 00, QD JK, LT 25 ;93.582,10;181.000,00;48.30;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 420.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10214122
1,44442E+12;SP ;PARDINHO ;NINHO VERDE II ;RUA 1, N. SN, LT 19 QD AI ;414.254,30;650.000,00;36.27;Sim;Casa, 221.88 de área total, 221.88 de área privativa, 396.12 de área do terreno,  4 qto(s), a.serv, WC, 2 sala(s), 1 lavabo(s).;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418182348
10221515;SP ;PAULINIA ;VILA BRESSANI ;RUA MONSENHOR EMILIO JOSE SALIM, N. SN, QD B  LT 27 ;370.000,00;370.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 290.70 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10221515
8,5555E+12;SP ;PEDERNEIRAS ;NUCLEO HABITACIONAL ANTONIO FACIOLO ;RUA JOSE RUIZ CORRAL, N. S-308, QD 09 LT 01 ;145.284,03;145.284,03;0.00;Não;Casa, 0.00 de área total, 40.61 de área privativa, 299.74 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555504947128
10004144;SP ;PENAPOLIS ;PARQUE SAO LUIZ ;AVENIDA SALIN JOSE SAYEG, INÍCIO A 10,65 M DA R. AMAZONAS ;204.014,41;540.000,00;62.22;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 555.67 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10004144
8,7877E+12;SP ;PENAPOLIS ;RESIDENCIAL MARCO GUERRERO ;RUA FRANCISCO CARVALHAL ALBARAN, N. 750, LT 10 QD AA ;75.305,50;130.000,00;42.08;Não;Casa, 54.94 de área total, 54.94 de área privativa, 250.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703397889
8,78772E+12;SP ;PENAPOLIS ;RESIDENCIAL MAIS SOLAR PENAPOLIS I ;AVENIDA MARGINA ANTONIO GALVAO DE ARRUDA, N. 2200, CS 19 QD C ;101.926,27;172.000,00;40.75;Não;Casa, 44.82 de área total, 44.82 de área privativa, 140.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716282376
8,78772E+12;SP ;PENAPOLIS ;RESIDENCIAL MAIS SOLAR PENAPOLIS I ;AVENIDA MARGINA ANTONIO GALVAO DE ARRUDA, N. 2200, QD E CS 26 ;94.815,14;160.000,00;40.75;Não;Casa, 44.82 de área total, 44.82 de área privativa, 140.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718200245
8,78772E+12;SP ;PENAPOLIS ;RESIDENCIAL MAIS SOLAR PENAPOLIS I ;AVENIDA MARGINAL ANTONIO GALVAO DE ARRUDA, N. 2200, CS 06 QD D ;94.815,14;160.000,00;40.75;Não;Casa, 44.82 de área total, 44.82 de área privativa, 140.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719772730
8,78772E+12;SP ;PENAPOLIS ;RESIDENCIAL MAIS SOLAR PENAPOLIS I ;AVENIDA MARGINA ANTONIO GALVAO DE ARRUDA, N. 2200, CS 27 QD F ;100.741,08;170.000,00;40.75;Não;Casa, 49.53 de área total, 49.53 de área privativa, 140.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720868479
